Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Media
7700234490,"Aug 25, 2022, 9:30:41 AM",Raining run ,Run,"",2820,4.09,,,false,,,,,,2820.0,2820.0,4098.83740234375,,1.4534883499145508,,,,,,0.0,,,,,,,,,352.5311584472656,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.4534883499145508,0.0,,,,,""
7714182328,"Aug 27, 2022, 11:30:22 AM",Tennis rally🖌️,Run,"",1800,0,,,false,,,,,,1800.0,1800.0,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,""
7725557330,"Aug 30, 2022, 11:09:16 AM",Lunch Surfing,Surfing,"",8588,4.82,,,false,,,activities/8247874430.fit.gz,,,8588.0,5610.0,4819.5,4.675976753234863,0.8590909242630005,3.4000000953674316,2.200000047683716,-0.20000000298023224,3.200000047683716,10.297781944274902,0.024898847565054893,,,,,,,,,,,20.0,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5611900091171265,0.0,,,,,media/92a766dd-d54c-447e-9482-be033777fad5.jpg
7826147505,"Sep 18, 2022, 7:27:53 AM",Beach Run,Run,"",2762,6.54,,,false,,,activities/8361334245.gpx.gz,,,2762.0,2267.0,6546.7939453125,3.714789628982544,2.887866735458374,0.0,-1.5,2.700000047683716,4.599999904632568,2.5671136379241943,0.022911978885531425,,,,,,,,,563.5991821289062,,,,,,,,,,,,,,0.0,,0.0,,1.0,6552.89990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.3703091144561768,0.0,,,,,media/6835bd6f-2b59-4c46-8309-33e2d907b611.jpg|media/47ff927d-4aba-415d-bdb4-eaca5e44992e.jpg
7833380773,"Sep 18, 2022, 4:00:08 PM",Night Padel ,Run,"",7200,3.80,,,false,,,,,,7200.0,7200.0,3800.000244140625,,0.5277777910232544,,,,,,0.0,,,,,,,,,326.8288879394531,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5277777910232544,0.0,,,,,""
7868712880,"Sep 24, 2022, 9:29:57 AM",Morning Run,Run,"",12697,14.97,,,false,,,activities/8409430092.gpx.gz,,,12697.0,9304.0,14976.708984375,4.774819850921631,1.6097065210342407,919.3597412109375,991.8599853515625,143.60000610351562,1068.4000244140625,49.950965881347656,-0.48408499360084534,,,,,,,,,1754.649658203125,,,,,,,,,,,,,,0.0,,0.0,,1.0,20401.099609375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.1795470714569092,8700.099609375,,,,,media/6ac57608-fb55-479a-92e4-12f80526fa19.mp4|media/b1b9c992-bbef-4851-a266-3eb6d4cdc74c.jpg|media/5454ff39-9a78-4601-aa1c-4cc0617ed170.jpg|media/f9855bdc-e8ff-4900-b93d-5e77d23ca4e7.jpg|media/361c9b4f-9b02-411a-bf4b-303726c0096f.jpg|media/1c2531c3-97cc-44fd-bc65-f6f4dae01f02.jpg|media/0c51b74b-34b4-45ee-9c78-69a2975ded33.jpg
7869039918,"Sep 25, 2022, 10:00:10 AM",Lunch Hike,Hike,"",4493,3.34,,,false,,,activities/8409805989.fit.gz,,,4493.0,2863.0,3344.52001953125,1.970001220703125,1.168187141418457,36.0,41.0,147.8000030517578,167.39999389648438,29.761674880981445,-0.1195986270904541,,,,,,,,,287.6541442871094,,20.0,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.7443845868110657,0.0,,,,,media/5e9ceca1-b80e-499f-864c-5d4973a713dd.jpg|media/3d724c76-8be5-4bfe-a703-8ad8693e528e.jpg|media/d99d54fa-61dd-4957-add5-b2d461001abf.jpg|media/005dbc36-8243-43d0-ade4-95ad30349d0c.jpg|media/3fe0a2b7-0370-4b8a-a132-f92743efda68.mp4|media/f2990431-4ef9-4006-b287-ce860c8e73fd.jpg|media/be62d072-aab5-4614-bab4-ad7eee317024.jpg|media/4c7097f3-3576-409e-b87b-67042a93d136.jpg|media/805b8cbc-fd0f-4457-8e21-b4d5fdf94ee5.jpg|media/adedc2fb-5292-42d2-8546-c62a2e3a67ae.jpg|media/f41eb45d-5de1-458f-86a8-63e4a9395847.jpg|media/994569d4-b816-4527-a671-fde55be41eab.jpg
7883616308,"Sep 29, 2022, 7:27:37 AM",Recovery Run,Run,"",1636,3.67,,,false,,,activities/8426048306.gpx.gz,,,1636.0,1482.0,3671.486328125,3.595322370529175,2.477386236190796,2.4576189517974854,2.1576199531555176,4.5,7.400000095367432,2.9227123260498047,0.008171077817678452,,,,,,,,,316.1123352050781,,,,,,,,,,,,,,0.0,,0.0,,1.0,3675.39990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.244184732437134,114.19999694824219,,,,,media/fd2c7731-796a-4cac-998e-fd9c2f170ae1.jpg|media/aac11738-ca73-4312-bb6a-84377e06533e.jpg|media/17a023c6-cba5-408a-b947-d9779f18e701.jpg|media/40d424c4-47ba-426b-b3fe-7d82ec113b67.jpg
7899122794,"Oct 2, 2022, 8:54:35 AM",Morning Run,Run,"",5623,16.12,,,false,,,activities/8443523224.gpx.gz,,,5623.0,5583.0,16126.728515625,5.353632926940918,2.8885416984558105,17.530794143676758,20.130800247192383,4.5,19.399999618530273,4.806906700134277,-0.016122302040457726,,,,,,,,,1388.6185302734375,,,,,,,,,,,,,,0.0,,0.0,,1.0,16145.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.8679935932159424,134.8000030517578,,,,,""
7942280412,"Oct 10, 2022, 4:18:03 PM",Afternoon Run,Run,,3522,9.98,,,false,,,activities/8492360069.gpx.gz,,,3522.0,3434.0,9988.5068359375,4.381719589233398,2.9087090492248535,5.739523887634277,4.239523887634277,55.20000076293945,58.900001525878906,3.7321267127990723,0.015017259865999222,,,,,,,,,859.9727783203125,,,,,,,,,,,,,,,,0.0,,1.0,9998.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.8360326290130615,9063.5,,,,,""
7947417652,"Oct 11, 2022, 11:11:11 AM",Lunch Run,Run,,300,0.48,,,false,,,activities/8498123875.gpx.gz,,,300.0,230.0,483.2907409667969,4.3051252365112305,2.101263999938965,0.0,-2.0999999046325684,56.70000076293945,58.79999923706055,2.3204991817474365,0.43452104926109314,,,,,,,,,41.93730545043945,,,,,,,,,,,,,,,,0.0,,1.0,487.6000061035156,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.6109691858291626,0.0,,,,,""
7959101070,"Oct 13, 2022, 4:01:41 PM",Afternoon Run,Run,,4105,4.10,,,false,,,activities/8511251308.gpx.gz,,,4105.0,1470.0,4101.8623046875,4.160671710968018,2.7903826236724854,3.1111111640930176,2.01111102104187,55.5,58.900001525878906,4.397633075714111,0.026817087084054947,,,,,,,,,353.2418212890625,,,,,,,,,,,,,,,,0.0,,1.0,4107.10009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.9992356896400452,3086.199951171875,,,,,""
7972822734,"Oct 16, 2022, 8:35:58 AM",Oxford Half Marathon,Run,"",7271,21.44,,,false,,,activities/8527606601.gpx.gz,,,7271.0,7271.0,21439.115234375,5.99402379989624,2.9485785961151123,61.22350311279297,62.423500061035156,56.79999923706055,70.5,5.905695915222168,-0.005597245879471302,,,,,,,,,1847.27978515625,,,,,,,,,,,,,,0.0,,0.0,,1.0,21478.099609375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.9485785961151123,1722.4000244140625,,,,,media/f3af7441-2e9d-4f48-a7f5-c5470fc77f86.jpg|media/9e1221cc-d0df-4f1a-bcbb-92ffc26d3daa.jpg|media/9204d35a-ee2d-4cc6-9752-a41a90390a82.jpg|media/f43701b0-a908-4d3e-8d37-56379c8b2750.jpg
7991072626,"Oct 19, 2022, 4:01:28 PM",To the gym and back.,Run,"",722,1.17,,,false,,,activities/8548358490.gpx.gz,,,722.0,511.0,1178.9403076171875,3.42333984375,2.307123899459839,4.550000190734863,2.049999952316284,7.099999904632568,11.699999809265137,3.931049346923828,0.21205484867095947,,,,,,,,,102.12542724609375,,,,,,,,,,,,,,0.0,,0.0,,1.0,1187.4000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.6328812837600708,0.0,,,,,""
8006097033,"Oct 23, 2022, 9:43:06 AM",Something In The Way - Nirvana ,Run,"",601,1.50,,,false,,,activities/8565358306.gpx.gz,,,601.0,555.0,1506.9949951171875,3.5447161197662354,2.715306282043457,4.934999942779541,3.0350000858306885,6.699999809265137,11.699999809265137,3.782729148864746,0.12607872486114502,,,,,,,,,130.2327117919922,,,,,,,,,,,,,,0.0,,0.0,,1.0,1514.199951171875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.507479190826416,0.0,,,,,media/b0bedcda-5345-472d-bf2d-c3b099ed1f1e.jpg
8029354211,"Oct 25, 2022, 4:45:51 PM",Afternoon Run,Run,,560,1.32,,,false,,,activities/8591706062.gpx.gz,,,560.0,474.0,1322.3804931640625,3.886944055557251,2.78983211517334,6.52222204208374,4.52222204208374,6.699999809265137,13.300000190734863,14.380840301513672,0.15124240517616272,,,,,,,,,115.3189926147461,,,,,,,,,,,,,,,,0.0,,1.0,1340.800048828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.361393690109253,0.0,,,,,""
8052884673,"Nov 1, 2022, 1:58:37 PM",Squirrel overtakes Gio ,Run,"",1891,4.82,,,false,,,activities/8618580846.gpx.gz,,,1891.0,1809.0,4826.72119140625,4.564143657684326,2.668170928955078,6.414999961853027,4.815000057220459,55.5,58.900001525878906,3.746389865875244,0.03314879536628723,,,,,,,,,415.7779541015625,,,,,,,,,,,,,,0.0,,0.0,,1.0,4834.2001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.5524704456329346,3393.89990234375,,,,,""
8062509327,"Nov 3, 2022, 12:46:45 PM",Ola's Bday Party Cake ,Run,"",3135,8.64,,,false,,,activities/8629427366.gpx.gz,,,3135.0,2991.0,8644.9248046875,6.250127792358398,2.890312671661377,18.138246536254883,8.238200187683105,55.70000076293945,65.80000305175781,7.28570032119751,0.11451805382966995,,,,,,,,,746.5975952148438,,,,,,,,,,,,,,0.0,,0.0,,1.0,8680.599609375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.757551908493042,151.39999389648438,,,,,""
8185431457,"Nov 29, 2022, 4:57:40 PM",Afternoon Run,Run,,1838,4.50,,,false,,,activities/8768452334.gpx.gz,,,1838.0,1808.0,4500.953125,5.390712738037109,2.4894649982452393,6.650000095367432,8.550000190734863,4.900000095367432,11.399999618530273,4.103274822235107,-0.042213283479213715,,,,,,,,,387.3008117675781,,,,,,,,,,,,,,,,0.0,,1.0,4503.10009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.448831796646118,0.0,,,,,""
8384855277,"Jan 13, 2023, 12:18:43 PM",Lunch Run,Run,,1896,4.91,,,false,,,activities/8993510222.gpx.gz,,,1896.0,1805.0,4910.833984375,3.868137836456299,2.7206835746765137,13.197242736816406,12.89724349975586,55.29999923706055,64.4000015258789,7.702674865722656,0.006108941975980997,,,,,,,,,424.0862731933594,,,,,,,,,,,,,,,,0.0,,1.0,4930.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.590102434158325,541.0,,,,,""
8395607457,"Jan 15, 2023, 11:21:52 AM",Lunch Run,Run,,3154,9.72,,,false,,,activities/9005495574.gpx.gz,,,3154.0,3051.0,9719.6513671875,5.4310302734375,3.1857266426086426,20.39309310913086,20.493093490600586,55.900001525878906,65.80000305175781,3.5383431911468506,-0.0010288434568792582,,,,,,,,,837.38720703125,,,,,,,,,,,,,,,,0.0,,1.0,9736.2001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.081690549850464,0.0,,,,,""
8412189490,"Jan 18, 2023, 12:09:25 PM",'Wellbeing Hour',Run,"",1689,4.89,,,false,,,activities/9023928381.gpx.gz,,,1689.0,1628.0,4892.46533203125,5.215224266052246,3.005199909210205,20.347122192382812,12.947099685668945,55.5,64.69999694824219,3.2454421520233154,0.15125298500061035,,,,,,,,,422.93377685546875,,,,,,,,,,,,,,0.0,,0.0,,1.0,4917.39990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.8966639041900635,6.199999809265137,,,,,""
8421960612,"Jan 20, 2023, 11:05:40 AM",Sprints ,Run,"",1436,4.19,,,false,,,activities/9034696073.gpx.gz,,,1436.0,1426.0,4190.7529296875,5.467061996459961,2.938816785812378,0.0,-1.0,55.400001525878906,56.70000076293945,1.9903478622436523,0.02386206015944481,,,,,,,,,360.71588134765625,,,,,,,,,,,,,,0.0,,0.0,,1.0,4194.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.918351650238037,534.5,,,,,""
8471322336,"Jan 29, 2023, 11:00:11 AM",Morning Run ,Run,"",4922,15.05,,,false,,,,,,4922.0,4922.0,15051.9873046875,,3.0581040382385254,,,,,,0.0,,,,,,,,,1294.5853271484375,,,,,,,,,7.0,,,,,0.0,157.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0581040382385254,0.0,,,,,media/08c8693d-ae2a-414d-8f21-f3661b25a7b5.jpg
8487688441,"Feb 1, 2023, 12:00:32 PM",Break Free ,Run,"",1488,5.10,,,false,,,,,,1488.0,1488.0,5100.0,,3.427419424057007,0.0,,,,,0.0,,,,,,,,,438.6387634277344,,,,,,,,,9.0,,,,,0.0,74.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.427419424057007,0.0,,,,,""
8497599017,"Feb 3, 2023, 11:11:58 AM",Friday Sprints ,Run,"",1045,3.13,,,false,,,activities/9119702552.gpx.gz,,,1045.0,1042.0,3131.01025390625,5.257814884185791,3.004808187484741,0.0,-1.100000023841858,55.5,56.70000076293945,1.7829073667526245,0.035132430493831635,,,,,,,,,269.5478210449219,,,,,,,,,,,,,,0.0,,0.0,,1.0,3134.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.9961819648742676,487.5,,,,,""
8508833155,"Feb 5, 2023, 10:21:07 AM",Eggs Royale ,Run,"",4525,15.00,,,false,,,activities/9132277706.fit.gz,,,4525.0,4522.0,15007.5400390625,5.530077934265137,3.318783760070801,48.0,48.0,58.0,77.80000305175781,6.482977867126465,0.007995985448360443,,,,,,,,,1294.3541259765625,,15.0,,,,,,,,,,,,0.0,,0.0,,1.0,15049.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.3165833950042725,1042.4000244140625,,,,,""
